TIME 24 HOURS,COUNTY,ROAD,PLACE,BRIEF ACCIDENT DETAILS,GENDER,AGE,CAUSE CODE,VICTIM,NO.,Date DD/MM/YYYY,year,hour,is_peak_hour
2050,ELGEYO MARAKWET,ITEN ELDORET,MOROARIA,THE VEHICLE KNOCKED DOWN THE VICTIM,F,27,61.0,PEDESTRIAN,1,2017-07-19,2017,20.0,0
2000,NAIROBI,GETA ROAD,MWAMUTO,THE VICTIM JUMPED OUT OF THE VEHICLE AND WAS RAN OVER,F,A,73.0,PASSENGER,1,2017-07-19,2017,20.0,0
2030,NANDI,ELDORET KAPSABET,KOSIRAI,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,10.0,PEDESTRIAN,1,2017-07-19,2017,20.0,0
1830,NAIROBI,WAIYAKI WAY,UTHIRU,TH VEHICLE KNOCKED DOWN THE VICTIM,M,A,7.0,PEDESTRIAN,1,2017-07-19,2017,18.0,1
1600,MACHAKOS,NAIROBI MOMBASA,SIMBA CEMENT,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-07-19,2017,16.0,0
1500,SIAYA,BONDO USENGE,GOT MATAR,HEAD ON COLLISION,M,A,10.0,M/CYCLIST,1,2017-07-19,2017,15.0,0
1500,SIAYA,BONDO USENGE,GOT MATAR,HEAD ON COLLISION,M,A,10.0,P/PASSENGER,1,2017-07-19,2017,15.0,0
1600,KISII,KISII KEROKA,NYAKEROMO,THE VEHICLE KNOCKED DOWN THE VICTIM,M,J,7.0,PEDESTRIAN,1,2017-07-19,2017,16.0,0
400,MAKUENI,MOMBASA NAIROBI,EMALI TOWN,THE VEHICLE KNOCKED DOWN THE VICTIM,M,32,98.0,P/CYCLIST,1,2017-07-16,2017,4.0,0
1730,KERICHO,KERICHO NAKURU,CHAGAIK AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,F,A,98.0,P/PASSENGER,1,2017-07-16,2017,17.0,1
1900,KIAMBU,NAIROBI NAIVASHA,RAKUMA AREA,HIT AND RUN,M,26,60.0,PEDESTRIAN,1,2017-07-16,2017,19.0,1
2020,NYERI,NYERI MATHARI,HIGHLANDS AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,57,98.0,PEDESTRIAN,1,2017-07-16,2017,20.0,0
2345,GARISSA,GARISSA MWINGI,MADOGO AREA,THE VEHICLE LOST CONTROL AND PLUGGED INTO TANA RIVER,M,A,98.0,PASSENGER,1,2017-07-16,2017,23.0,0
2130,KAKAMEGA,MUMIAS KAKAMEGA,MAKUNGA AREA,HIT AND RUN,F,A,98.0,PEDESTRIAN,1,2017-07-16,2017,21.0,0
2100,BUSIA,BUTULA MUMIAS,TINGOLO AREA,HEAD ON COLLISION,M,A,79.0,M/CYCLIST,1,2017-07-16,2017,21.0,0
2100,BUSIA,BUTULA MUMIAS,TINGOLO AREA,HEAD ON COLLISION,M,A,79.0,P/PASENGER,1,2017-07-16,2017,21.0,0
30,NAIROBI,MOMBASA ROAD,IMARA DAIMA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-07-16,2017,0.0,0
1130,KAKAMEGA,KAKAMEGA KISUMU,NEAR MUKUMU BOYS,THE VEHICLE KNOCKED DOWN THE VICTIM,M,40,22.0,M/CYCLIST,1,2017-07-15,2017,11.0,0
1530,GARISSA,GARISSA MWINGI,NEAR MADOGO POLICE STATION,THE VEHICLE LOST CONTROL VEERED OFF AND ROLLED SEVERAL TIMES,M,25,98.0,PASSENGER,1,2017-07-15,2017,15.0,0
1700,NAIROBI,KANGUNDO ROAD,NEAR SHUJAA SHOPPING CENTRE,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-07-15,2017,17.0,1
1730,NAIROBI,UHURU HIGHWAY,OPPOSITE PARLIAMENT BUILDING,THE VEHICLE KNOCKED DOWN THE VICTIM,M,36,63.0,PEDESTRIAN,1,2017-07-15,2017,17.0,1
2000,KAJIADO,KAJIADO ISINYA,NEAR CHINA TILES FACTORY,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-07-15,2017,20.0,0
1030,NAKURU,NAIROBI NAKURU,PANDA AREA,THE VEHICLE KNOCKED DOWN A VICTIM,M,40,10.0,M/CYCLIST,1,2017-07-14,2017,10.0,0
1300,KILIFI,LIKONI UKUNDA,KIWERERA AREA,THE VEHICLE KNOCKED DOWN A VICTIM,M,55,7.0,PEDESTRIAN,1,2017-07-14,2017,13.0,0
1600,KISII,KISII KISUMU,NYAKOE AREA,THE VEHICLE KNOCKED DOWN A VICTIM AND ROLLED,M,J,26.0,PEDESTRIAN,1,2017-07-14,2017,16.0,0
1600,KISII,KISII KISUMU,NYAKOE AREA,THE VEHICLE KNOCKED DOWN A VICTIM AND ROLLED,M,A,26.0,PASSENGER,2,2017-07-14,2017,16.0,0
1945,MOMBASA,NAIROBI MOMBASA,NEAR MAGONGO NIGHT CLUB,THE VEHICLE KNOCKED DOWN THE VICTIM,M,23,10.0,P/PASSENGER,1,2017-07-14,2017,19.0,1
1830,MACHAKOS,MATUU MWINGI,KAVENGE AREA,THE VEHICLE GOT A TYRE BURST AND ROLLED,M,65,79.0,PASSENGER,1,2017-07-14,2017,18.0,1
200,NAIROBI,WAIYAKI WAY,SODOM AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,51,98.0,PEDESTRIAN,1,2017-07-14,2017,2.0,0
2140,BUNGOMA,ELDORET BUNGOMA,FLYOVER,THE VEHICLE KNOCKED DOWN A VICTIM,M,A,68.0,PEDESTRIAN,1,2017-07-13,2017,21.0,0
100,MAKUENI,NAIROBI MOMBASA,KYULU,THE VEHICLE COLLIDED WITH THE OTHER VEHICLE,M,A,26.0,DRIVER,1,2017-07-13,2017,1.0,0
600,NAIROBI,KANGUNDO ROAD,NEAR SHELL PETROL STATION,THE VEHICLE KNOCKED DOWN A VICTIM,F,20,60.0,PEDESTRIAN,1,2017-07-12,2017,6.0,1
1400,GARISSA,GARISSA-KISMAIYO,NEAR SALAMA BAKARY,THE VEHICLE KNOCKED THE TUKTUK AND COLLIDED WITH M/CYCLE,M,36,7.0,M/CYCLIST,1,2017-07-12,2017,14.0,0
1520,KAKAMEGA,SISOTE-DOROFU MURRAM ROAD,MATOYI STREAM,THE VICTIM WAS OVER RAN BY THE VEHICLE,M,26,70.0,PASSENGER,1,2017-07-12,2017,15.0,0
2130,NAKURU,NAIROBI-NAKURU,FREE AREA,THE VEHICLE KNOCKED DOWN A VICTIM,F,A,60.0,PEDESTRIAN,1,2017-07-12,2017,21.0,0
2330,KWALE,MSAMBWENI-LUNGALUNGA,LUNGALUNGA AREA,THE VEHICLES COLLIDED HEAD ON,M,36,26.0,PASSENGER,1,2017-07-12,2017,23.0,0
2345,KITUI,KITUI-KANYONYO,KANYONYO AREA,THE VEHICLE KNOCKED DOWN A VICTIM,M,30,61.0,PEDESTRIAN,1,2017-07-12,2017,23.0,0
20,MACHAKOS,NAIROBI-MOMBASA,GREENPARK AREA,THE VEHICLES COLLIDED HEAD ON,M,25,8.0,DRIVER,1,2017-07-12,2017,0.0,0
1000,KAKAMEGA,KAKAMEGA-WEBUYE,MATSAKHA AREA,THE VEHICLE KNOCKED DOWN THE M/CYCLE,M,44,29.0,M/CYCLIST,1,2017-07-10,2017,10.0,0
2100,KIAMBU,KIAMBU-RUIRU,NEAR KIU RIVER,THE VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,1,2017-07-10,2017,21.0,0
2030,BUSIA,KISUMU-BUSIA,MATAYOS AREA,THE VEHICLE COLLIDED HEAD ON WITH THE M/CYCLE,M,26,39.0,M/CYCLIST,1,2017-07-10,2017,20.0,0
2120,KISUMU,KISUMU NAIROBI,KASAGAM,THE CRUISER HIT THE MATATU,M,A,26.0,PASSENGER,1,2017-07-09,2017,21.0,0
1120,MAKUENI,NAIROBI MOMBASA,NDOGOTE,HEAD ON COLLISION,M,A,10.0,DRIVER,1,2017-07-09,2017,11.0,0
2155,NAIROBI,WAIYAKI WAY,N MARKET,THE VEHICLE KNOCKED DOWN THE VICTIM,M,49,7.0,PEDESTRIAN,1,2017-07-09,2017,21.0,0
2145,NAIROBI,WAIYAKI WAY,WARUGU,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,7.0,PEDESTRIAN,1,2017-07-09,2017,21.0,0
1800,WEST POKOT,MAKUTANO LODWAR,BENDERA,THE VEHICLE HIT THE MOTOR CYCLE,M,A,10.0,M/CYCLIST,1,2017-07-09,2017,18.0,1
1730,NYERI,MUGANI MURIGURU,KAGUMO RIVER BRIDGE,THE VEHICLE LOST CONTROL AND THE VICTIM DIED ON THE SPOT,M,34,26.0,DRIVER,1,2017-07-09,2017,17.0,1
1730,NYERI,OTHAYA KARIMA,OTHAYA TOWN,THE CYCLE LOST CONTROL AND VEERED OFF THE ROAD HITTING A CULVERT,M,A,26.0,M/CYCLIST,1,2017-07-09,2017,17.0,1
800,EMBU,KATHENGE SIAKAGO,SIAKAGO,THE VEHICLE KNOCKED DOWN THE VICTIM,M,J,7.0,PEDESTRIAN,1,2017-07-09,2017,8.0,1
1350,NAIROBI,SOUTHERN BY PASS,KIBERA,HIT AND RUN,M,A,98.0,PEDESTRIAN,1,2017-07-09,2017,13.0,0
700,NAIROBI,KIAMBU ROAD,NEAR MUTAIGA P/STATION,THE VEHICLE KNOCKED DOWN THE VICTIM,M,32,63.0,PEDESTRIAN,1,2017-07-08,2017,7.0,1
400,NAROK,NAROK MAI MAHIU,DELLO HILL AREA,THE ISUZU LOST CONTROLVEERED OFF THE ROAD AND HIT THE TIPPER AND THE VICTIM,M,32,29.0,PEDESTRIAN,1,2017-07-08,2017,4.0,0
1130,NAKURU,BISMAK MURRAM ROAD,RANGE VIEW AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,J,2,98.0,PEDESTRIAN,1,2017-07-08,2017,11.0,0
1730,NAIROBI,JOGOO ROAD,NEAR MOGAS PETROL STATION,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-07-08,2017,17.0,1
1900,NYANDARUA,OLKALAU NYAHURURU,KIRIA AREA,HEAD ON COLLISION,M,A,37.0,M/CYCLIST,1,2017-07-08,2017,19.0,1
1940,SIAYA,KISUMU BONDO,KAUDHA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,80,98.0,P/CYCLIST,1,2017-07-08,2017,19.0,1
2030,NAKURU,NAIROBI NAKURU,MITHURI AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,F,50,63.0,PEDESTRIAN,1,2017-07-08,2017,20.0,0
2040,NAIROBI,LUNGALUNGA ROAD,NEAR KENOLY FACTORY,HIT AND RUN,M,A,98.0,PEDESTRIAN,1,2017-07-08,2017,20.0,0
2200,NAIROBI,OUTERING ROAD,NEAR KIAMAIKO,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-07-08,2017,22.0,0
2330,NYERI,OTHAYA NYERI,GURA BRIDGE,THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO THE RIVER,M,A,26.0,DRIVER,1,2017-07-08,2017,23.0,0
2330,NYERI,OTHAYA NYERI,GURA BRIDGE,THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND LANDED INTO THE RIVER,M,A,26.0,PASSENGER,1,2017-07-08,2017,23.0,0
1645,MACHAKOS,KAVIANI SAIKONI,DENMARK,THE CYCLE KNOCKED DOWN THE VICTIM,F,3,10.0,PEDESTRIAN,1,2017-07-07,2017,16.0,0
2000,BARINGO,MARIGAT KABARNET,KIMAROK,HIT AND RUN,M,A,98.0,M/CYCLIST,1,2017-07-07,2017,20.0,0
1750,NAKURU,NAKURU ELDORET,EVEREADY,THE CYCLE RAMMED INTO THE VEHICLE,M,A,26.0,M/CYCLIST,1,2017-07-07,2017,17.0,1
1230,MERU,MERU EMBU,MARIARA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,58,10.0,PEDESTRIAN,1,2017-07-07,2017,12.0,0
700,MAKUENI,NAIRBI MOMBASA,MAN EATERS,HEAD ON COLLISION,M,A,10.0,DRIVER,1,2017-07-07,2017,7.0,1
1800,BOMET,BOMET-NAROK,KAPJAMES AREA,THE VEHICLE KNOCKED DOWN A VICTIM,F,25,68.0,PEDESTRIAN,1,2017-07-06,2017,18.0,1
1740,KWALE,KOMBANI- KWALE,KOMBANI AREA,THE VICTIM SLIPPED AND FELL OFF A MOVING VEHICLE,F,33,72.0,PASSENGER,1,2017-07-06,2017,17.0,1
2240,NAIROBI,NORTH AIRPORT ROAD,KOBIL,HIT AND RUN,M,A,98.0,PEDESTRIAN,1,2017-07-05,2017,22.0,0
2240,NAROK,NAROK MAI MAHIU,DUKA MOJA,THE VEHICLE KNOCKED DOWN A VICTIM,M,J,60.0,PEDESTRIAN,1,2017-07-05,2017,22.0,0
2300,GARISSA,MASALANI GARISSA,NANIGI,THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES,M,A,26.0,DRIVER,1,2017-07-05,2017,23.0,0
2030,KISUMU,KISUMU NAIROBI,MOLEM,THE VEHICLE KNOCKED DOWN A VICTIM,M,A,10.0,PEDESTRIAN,1,2017-07-05,2017,20.0,0
1720,NYANDARUA,NYAHURURU DESTINATION,DESTINATION,THE VEHICLE KNOCKED DOWN A VICTIM,M,A,10.0,PEDESTRIAN,1,2017-07-05,2017,17.0,1
430,KIAMBU,THIKA SUPER HIGHWAY,NEAR KU UNIVERSITY,THE VEHICLE HIT THE M/CYCLE,M,48,29.0,M/CYCLIST,1,2017-07-04,2017,4.0,0
1030,KAKAMEGA,KHAYEGA-SHINYALU,SHIHILU AREA,THE VEHICLE KNOCKED DOWN A VICTIM,M,32,7.0,PEDESTRIAN,1,2017-07-04,2017,10.0,0
2230,MOMBASA,NAIROBI-MOMBASA,CHANGAMWE STAGE,THE VEHICLE KNOCKED DOWN A VICTIM,M,42,29.0,PEDESTRIAN,1,2017-07-04,2017,22.0,0
2030,KILIFI,RAMISI-MSAMBWENI,MWISHO WA SHAMBA AREA,THE VEHICLE HIT THE M/CYCLE,M,19,98.0,M/CYCLIST,1,2017-07-04,2017,20.0,0
2130,MACHAKOS,MACHAKOS-KYUMBI,MIWANI,THE VEHICLE KNOCKED DOWN A M/CYCLIST,M,A,98.0,RIDER,1,2017-07-03,2017,21.0,0
1730,KIAMBU,BANANA-KIAMBU,NGEGU,THE VEHICLE KNOCKED DOWN A VICTIM,M,A,68.0,PEDESTRIAN,1,2017-07-03,2017,17.0,1
730,MERU,CHUKA-EMBU,NAKA,"THE VEHICLE LOST CONTROL,VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES",M,A,26.0,DRIVER,1,2017-07-03,2017,7.0,1
1100,BUNGOMA,BUNGOMA-MALABA,IKAPOLOK,THE VEHICLE HIT THE M/CYCLE,M,A,10.0,PASSENGER,1,2017-07-03,2017,11.0,0
1000,NYANDARUA,NAIROBI-NAIVASHA,KINALE AREA,LOST CONTROL AND VEERED OFF THE ROAD KILLING A PASSANGER,F,A,26.0,PASSANGER,1,2017-07-02,2017,10.0,0
730,MOMBASA,NAIROBI-MOMBASA,CHANGAMWE STAGE,KNOCKED DOWN A PEDESTRIAN,M,40,68.0,PEDESTRIAN,1,2017-07-02,2017,7.0,1
1720,MACHAKOS,NAIROBI-MOMBASA,SMALL WORLD,COLLIDED HEAD ON,M&F,"46,47,34",8.0,DRIVER & 2 PASSENGERS,3,2017-07-02,2017,17.0,1
2000,KISUMU,KISUMU-KAKAMEGA,COPTIC CHURCH AREA,LOST CONTRL AND DASHED IN A DITCH,M,47,78.0,DRIVER & 2 PASSENGERS,1,2017-07-02,2017,20.0,0
2000,KIAMBU,SOUTHERN BY -PASS,NEAR THOGOTO FLY-OVER,HIT AND RUN,M,33,98.0,PEDESTRAIN,1,2017-07-02,2017,20.0,0
1945,HOMABAY,HOMA BAY-MBITA,KODUOGO,RAMMED AT THE REER OF M/CYCLE,M,19,29.0,M/CYCLIST,1,2017-07-02,2017,19.0,1
2145,NAKURU,NAIROBI-NAKURU,NGORIKA NDOGO AREA,KNOCKED DOWN A PEDESTRIAN,F,A,60.0,PEDESTRIAN,1,2017-07-02,2017,21.0,0
2230,MAKUENI,NAIROBI-MOMBASA,NEAR GLORIOUS WINNERS ACADEMY,RAMMED AT THE REER OF M/CYCLE,M,24,76.0,M/CYCLIST,1,2017-07-02,2017,22.0,0
500,NAIROBI,OUTERNG ROAD,NAIVAS SPERMARKET,HIT AND RUN,M,A,98.0,M/CYCLIST,1,2017-07-01,2017,5.0,0
2200,KIAMBU,EASTERN BYPASS,KAMAKIS,COLLIDED HEAD ON,F,A,10.0,DRIVER,1,2017-07-01,2017,22.0,0
2000,BUSIA,BUSIA-MIMIAS,BUGENDI,HIT P/CYCLIST,M,A,7.0,P/CYCLIST,1,2017-07-01,2017,20.0,0
2100,BUNGOMA,BUNGOMA-WEBUYE,MATISI,HIT AND KNOCKED DOWN PEDESTRIAN,M,A,7.0,PEDESTRIAN,1,2017-07-01,2017,21.0,0
730,UASIN GISHU,ELDORET-KAPSABET,AIRPORT GATE,HIT THE SAID M/CYCLE,M,A,10.0,P/P/PASSENGER,1,2017-07-01,2017,7.0,1
730,NAKURU,NAKURU-SUBUKIA,KAHIGA,KNOCKED DOWN A PEDESTRIAN,M,A,63.0,PEDESTRIAN,1,2017-07-01,2017,7.0,1
700,NAIROBI,SOUTHERN,MUTUINE,VEERED OFF THE HITTING GUARD RAILS ON THE ROAD SIDE,M,A,26.0,DRIVER,1,2017-07-01,2017,7.0,1
820,NAIROBI,THIKA SUPERHIGHWAY,MUTHAIGA FOOTBRIDGE,HIT AND RUN,M,31,63.0,PEDESTRIAN,1,2017-06-30,2017,8.0,1
1500,NAIROBI,WAIYAKI WAY,KANGEMI AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,26.0,PEDESTRIAN,1,2017-06-30,2017,15.0,0
2330,UASIN GISHU,ELDORET NAKURU,TOTAL PETROL STATION,THE PRADO RAMMED INTO THE STARLET WHICH IN TURN HIT THE COLT,M,19,98.0,PASSENGER,1,2017-06-30,2017,23.0,0
45,KISII,KEROKA NYAGUSU,MASIMBA AREA,HIT AND RUN,M,55,98.0,PEDESTRIAN,1,2017-06-30,2017,0.0,0
2300,ISIOLO,ISIOLO ARCHERS POST,GALE MARA,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,M,A,26.0,PASSENGER,2,2017-06-25,2017,23.0,0
15,KILIFI,MALINDI MOMBASA,MALINDI TOWNSHIP,HEAD ON COLLISION,M,A,26.0,M/CYCLIST,1,2017-06-25,2017,0.0,0
1230,KAKAMEGA,LWANDETI LUGARI,RUHOHO,THE CYCLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-06-25,2017,12.0,0
500,NAIROBI,MURANGA ROAD,KAHAMA,THE VEHICLE HIT A PAVEMENT,M,A,98.0,DRIVER,1,2017-06-23,2017,5.0,0
30,NAIROBI,THIKA SUPERHIGHWAY,SURVEY AREA,THE CYCLE RAMMED INTO THE STATIONERY VEHICLE,M,A,26.0,M/CYCLIST,1,2017-06-23,2017,0.0,0
1200,KILIFI,MOMBASA NAIROBI,MARIAKANI WEIGHBRIDGE,THE TOYOTA ALLION COLLIDED HEAD ON WITH THE SALOON CAR,M,A,10.0,PASSENGER,1,2017-06-23,2017,12.0,0
1730,KAJIADO,MAGADI,MAASAI LODGE,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,26.0,PEDESTRIAN,1,2017-06-23,2017,17.0,1
1630,NYERI,CHINGA GAKURU,KARIKO GAKURU,THE CYCLE KNOCKED DOWN THE VICTIM,M,J,98.0,PEDESTRIAN,1,2017-06-23,2017,16.0,0
1430,MURANGA,MURANGA KAHURO,GATHAMBA,THE MATATU COLLIDED HEAD ON WITH THE CYCLE,M,A,26.0,M/CYCLIST,1,2017-06-23,2017,14.0,0
1200,UASIN GISHU,LORETO ZIWA MACHINE MURRAM ROAD,KIMURGOI AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,28,8.0,M/CYCLIST,1,2017-06-22,2017,12.0,0
2015,KIRINYAGA,SAGANA KENOL ROAD,NEAR TANA GARDEN,THE BELTA SWEREVED TO THE RIGHT AND WAS HIT BY THE STARLET,M,A,98.0,DRIVER,1,2017-06-22,2017,20.0,0
2015,KIRINYAGA,SAGANA KENOL ROAD,NEAR TANA GARDEN,THE BELTA SWEREVED TO THE RIGHT AND WAS HIT BY THE STARLET,M,A,98.0,PASSENGER,1,2017-06-22,2017,20.0,0
2100,NAIROBI,WAIYAKI WAY,NEAR KANGEMI STAGE,THE VEHICLE KNOCKED DOWN THE VICTIM,F,30,98.0,PEDESTRIAN,1,2017-06-22,2017,21.0,0
2200,NAIROBI,NEW PUMWANI ROAD,KARIOKOR ROUND ABOUT,THE VEHICLE KNOCKED DOWN THE VICTIM,M,30,98.0,M/CYCLIST,1,2017-06-22,2017,22.0,0
1600,MOMBASA,MULTIPLE HAULIERS ROAD,CONTAINER GATE,THE KBX HIT THE KBS WHICH INTURN KNOCKED THE VICTIM,M,32,81.0,PEDESTRIAN,1,2017-06-20,2017,16.0,0
1700,GARISSA,KISMAIYO ROAD,NEAR SONKO NGOMBE JUNCTION,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,50.0,P/PASSENGER,1,2017-06-20,2017,17.0,1
1900,NYAMIRA,IKONGE CORNER,KIBIRIGO VIONGOZI STAGE,HEAD ON COLLISION,F,34,29.0,P/PASSENGER,1,2017-06-20,2017,19.0,1
2030,MERU,CHOGORIA CHUKA,KATHARAKA AREA,HEAD ON COLLISION,M,46,29.0,DRIVER,1,2017-06-20,2017,20.0,0
2000,HOMA BAY,KATITU KENDU BAY,KOBALA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,37,98.0,PEDESTRIAN,1,2017-06-20,2017,20.0,0
1330,KAKAMEGA,SHILONGO FUVARE MURRAM ROAD,FUVARE AREA,THE VICTIM TRIED TO BOARD THE TRACTOR BUT FELL DOWN AND WAS OVERAN BY THE VEHICLE,M,20,69.0,PEDESTRIAN,1,2017-06-18,2017,13.0,0
1830,KISII,KEROKA MASIMBA,ICHUNI AREA,THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES,F,28,29.0,PASSENGER,1,2017-06-18,2017,18.0,1
1900,KAKAMEGA,KHAYEGA SHINYALU,IROBO AREA,HIT AND RUN,M,33,7.0,PEDESTRIAN,1,2017-06-18,2017,19.0,1
2015,NAIROBI,WAIYAKI WAY,UTHIRU SHOPPING CENTRE,THE VEHICLE KNOCKED DOWN THE VICTIM,M,59,98.0,PEDESTRIAN,1,2017-06-18,2017,20.0,0
1600,MERU,MERU NANYUKI,NKUNGA FOREST,HEAD ON COLLISION,M,A,8.0,PASSENGER,1,2017-06-18,2017,16.0,0
2030,KISUMU,KISUMU BONDO,KADERO AREA,HEAD ON COLLISION,M,23,8.0,M/CYCLIST,1,2017-06-18,2017,20.0,0
1900,MERU,MERU NANYUKI,KISIMA AREA,HEAD ON COLLISION,M,A,8.0,DRIVER,1,2017-06-18,2017,19.0,1
1900,MERU,MERU NANYUKI,KISIMA AREA,HEAD ON COLLISION,M,A,8.0,PASSENGER,1,2017-06-18,2017,19.0,1
400,MAKUENI,NAIROBI MSA ROAD,KANGA,"THE M/V TOYOTA WISH WAS DRIVEN BY ELIUD ONGERI WITH 6 OCCUPANTS FRO MSA ,UPON REACHING THE LOCATION OF THE ACCIDENTS LEFT HIS LANE AND HIT THE TRAILER WHICH RESULTED THE DEATH OF ONE JAMES WAITHAGA",M,37,10.0,PASSENGER,1,2017-06-17,2017,4.0,0
1550,KIRINYAGA,SAGANA-MAKUTANO-KENOL RD,TEBERE CONSTRUCTION SITE,THE UNKNOWN M/V DRIVEN BY UNKNOWN DRIVER HEADING TO NAIROBI RAMMED THE REAR OF THE M/CYCLE BEFORE LOOSING CONTROL AND KNOCKING DOWN TWO PEDESTRIANS KILLING THEM ON THE SPOT,M,21& 28,7.0,PEDESTRIANS,1,2017-06-17,2017,15.0,0
2030,SIAYA,KISUMU BUSIA RD,KEMFRI AREA,"THE TOYOTA PROBOX DRIVEN BY ONE AVISI ETESI TOWARDS LUANDA UPON REACHING THE LOCATION THE DRIVER WAS OVERTAKING ANOTHER VEHICES WHEN HE HIT THE LEFT SIDE OF THE LORRY , DUE TO THAT THE PROBOX LOST CONTROL AND ROLLED SEVERALLY.",M,50,10.0,PASSENGER,1,2017-06-17,2017,20.0,0
1900,MAKUENI,MACHAKOS -WOTE RD,NEAR LUUNI BRIDGE AREA,"THE M/V TOYOTA WAS HEADING TOWARDS MACHAKOS WHEN ON REACHING THE LOCATION THE VEHICLE HIT A POT HOLE AND LOST CONTROL, VEERED OFF THE ROAD AND LANDED BY THE ROAD SIDE KILLING A PASSENGER",F,A,25.0,PASSENGER,1,2017-06-17,2017,19.0,1
2230,KIAMBU,LIMURU KIAMBU ROAD,MUTISI JUCNTION,THE M/V TOYOTA 110 FAILED TO GOVE WAY AND WAS HIT BY THE SAID TRIPPER LORRY AS ARESULT OF THE ACCIDENT THE DRIVER OF 110 AND F/A/PASSENGER DIED ON THE SPOT,M/F,A,25.0,DRIVER PASSENGER,1,2017-06-17,2017,22.0,0
645,KAKAMEGA,EKERO EBUHANGA,EBOKOLO,HIT AND RAN,M,26,98.0,PEDESTRIAN,1,2017-06-16,2017,6.0,1
900,HOMA BAY,KENDU BAY-KATITO,BIAFRA,HIT AND RAN,M,A,98.0,PEDESTRIAN,1,2017-06-16,2017,9.0,1
2100,NYERI,NYERI-NANYUKI,NATIONAL OIL PETROL STATION,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,50.0,PEDAL CYCLIST,1,2017-06-16,2017,21.0,0
220,NAROK,NAROK-MAIMAHIU,MALTAURO,THE VEHICLE LOST CONTROL AND LANDED INTO A DITCH,F,A,78.0,PASSENGER,1,2017-06-16,2017,2.0,0
2015,KERICHO,BURET NGOINA,NGOINA JUNCTION,THE PROBOX WAS OVERTAKING UNKNOWN M/V HENCE COLLIDED HEAD ON WITH THE PETROL TANKER,M,A,10.0,7 PASSENGERS 1 DRIVER,8,2017-06-16,2017,20.0,0
1100,NAIROBI,MATHIORA ROAD,KAWANGWARE,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-06-11,2017,11.0,0
1330,NYAMIRA,NYAMIRA KISII ROAD,ISANDA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,10,98.0,PEDESTRIAN,1,2017-06-11,2017,13.0,0
1300,MACHAKOS,MATUU THIKA ROAD,NYS AREA,HEAD ON COLLISION,F,29,10.0,PASSENGER,1,2017-06-11,2017,13.0,0
1630,EMBU,KYENI KARURUMO MARRUM ROAD,KANINI KEGA AREA,THE VEHICLE GOT A TYRE BURST AND ROLLED,M,51,78.0,DRIVER,1,2017-06-11,2017,16.0,0
1600,KILIFI,KILIFI MOMBASA,TAKAHUNGU AREA,THE TANKER LOST CONTROL AND HIT THE M/CYCLE,M,A,19.0,P/PASSENGER,1,2017-06-11,2017,16.0,0
1900,MACHAKOS,KANYONYO EMBU,KAGONDE AREA,THE VEHICLE LOST CONTROL AND RAMMED INTO A TREE,M,34,21.0,PASSENGER,1,2017-06-11,2017,19.0,1
1930,KISUMU,OBUNGA KONDELE,NEAR OBUNGA TRADING CENTRE,THE VEHICLE COLLIDED WITH M/CYCLE,F,A & J,57.0,P/PASSENGER,2,2017-06-11,2017,19.0,1
